id,att_covid,att_vaccine,att_safety,demographic_age,demographic_income,demographic_education
2574,5.0,4.0,5.0,74,724521.575944559,4
2575,5.0,5.0,5.0,62,841896.671882692,3
2576,4.0,4.0,5.0,23,956270.3456706139,2
2577,5.0,5.0,5.0,75,995517.2608940443,3
2578,5.0,5.0,5.0,52,1044293.0603688566,2
2579,5.0,5.0,4.0,63,2404968.618319551,3
2580,5.0,5.0,4.0,47,769202.400423939,2
2581,5.0,4.0,4.0,67,320762.44096255646,5
2582,5.0,4.0,4.0,53,2505097.385058731,2
2583,5.0,5.0,5.0,52,81188.72599215676,5
2584,5.0,5.0,5.0,67,936642.9051096964,2
2585,5.0,5.0,5.0,39,2795260.6046534367,3
2586,5.0,5.0,5.0,72,2964429.8320757523,5
2587,5.0,5.0,5.0,26,1775676.9491974877,4
2588,5.0,5.0,5.0,69,818631.2520756184,1
2589,5.0,5.0,4.0,64,2252846.39755297,1
2590,5.0,5.0,4.0,46,2715058.5208181967,2
2591,5.0,5.0,5.0,66,1184783.2541260067,1
2592,5.0,5.0,5.0,70,1638755.9112463607,4
2593,5.0,4.0,4.0,29,1877298.1600112142,2
2594,5.0,5.0,5.0,69,1452740.2231154756,5
2595,5.0,5.0,5.0,79,463544.04678005003,3
2596,5.0,4.0,5.0,69,2905241.112033942,0
2597,5.0,5.0,5.0,22,1950751.4358965855,4
2598,5.0,5.0,4.0,56,1580371.2570019495,3
2599,5.0,5.0,5.0,64,434302.80444357597,2
2600,4.0,5.0,5.0,36,1087917.9949357482,3
2601,4.0,5.0,4.0,55,640524.3318368897,4
2602,5.0,5.0,4.0,77,114352.01905542424,2
2603,5.0,5.0,4.0,58,2368464.544522848,2
2604,5.0,5.0,4.0,59,557307.7230240919,1
2605,5.0,5.0,4.0,49,2912602.8931826963,1
2606,5.0,4.0,5.0,43,520637.2106709578,4
2607,5.0,5.0,5.0,51,2916841.9793968643,3
2608,4.0,4.0,5.0,31,509900.42960385286,0
2609,5.0,5.0,4.0,60,2723947.704948124,2
2610,5.0,5.0,4.0,64,3104643.970432284,1
2611,5.0,5.0,4.0,75,1076288.4260946698,4
2612,5.0,5.0,5.0,69,1121746.8489738402,4
2613,5.0,5.0,5.0,52,464442.3187862989,1
2614,5.0,6.0,4.0,67,183631.60575737726,5
2615,5.0,4.0,5.0,44,958432.8660478941,1
2616,5.0,5.0,4.0,67,617146.9126835816,2
2617,5.0,5.0,5.0,66,356843.35437568603,2
2618,5.0,5.0,4.0,41,1135400.814914027,1
2619,5.0,5.0,5.0,66,2584196.7302502934,5
2620,5.0,5.0,5.0,72,769745.7573742339,5
2621,5.0,4.0,4.0,41,2330470.8121735333,2
2622,4.0,5.0,4.0,27,2658091.997026586,4
2623,5.0,5.0,4.0,52,1948906.2401874247,1
2624,4.0,6.0,5.0,66,699719.1636624312,4
2625,5.0,5.0,4.0,74,1507069.0562188295,4
2626,5.0,4.0,4.0,66,560469.2280609664,1
2627,5.0,5.0,5.0,79,906679.4045111237,4
2628,5.0,5.0,5.0,77,977208.9972833964,4
2629,5.0,5.0,5.0,41,823307.7699791908,5
2630,5.0,5.0,5.0,59,2888712.828915426,2
2631,4.0,5.0,5.0,30,1882838.0350448675,0
2632,5.0,4.0,5.0,50,2001675.7975963734,0
2633,5.0,5.0,4.0,79,307327.72915910033,2
2634,5.0,5.0,5.0,45,2690498.5037979945,1
2635,5.0,4.0,4.0,29,965919.252007213,1
2636,5.0,6.0,5.0,47,683511.2108325664,5
2637,5.0,5.0,4.0,80,556170.7436549035,4
2638,4.0,5.0,4.0,54,562681.5783557621,2
2639,5.0,5.0,5.0,71,1980143.052385835,2
2640,5.0,5.0,5.0,61,1498077.1832614753,1
2641,5.0,5.0,4.0,39,46749.050058185196,5
2642,5.0,5.0,5.0,63,3884546.1471594195,5
2643,4.0,4.0,4.0,51,395556.0051742435,1
2644,5.0,5.0,5.0,37,680068.5024619985,3
2645,4.0,4.0,4.0,27,830359.0223041568,3
2646,4.0,5.0,4.0,25,1175112.6454990706,2
2647,4.0,5.0,4.0,36,249832.3340257852,3
2648,5.0,4.0,5.0,42,953524.5832885442,5
2649,5.0,5.0,4.0,60,258267.78261735183,2
2650,4.0,4.0,4.0,34,728610.8610168335,3
2651,5.0,5.0,5.0,80,342084.644045903,1
2652,5.0,5.0,4.0,75,1237351.8534248478,1
2653,5.0,5.0,5.0,51,3202911.2645896864,1
2654,4.0,5.0,5.0,50,2460681.5264563537,1
2655,5.0,5.0,4.0,41,1369600.405257534,4
2656,5.0,5.0,4.0,64,134957.57466420232,3
2657,5.0,4.0,5.0,37,370744.2854828052,3
2658,5.0,5.0,4.0,32,143647.6886951643,5
2659,5.0,5.0,4.0,54,78654.18638430543,3
2660,5.0,5.0,4.0,31,1147852.4665434996,1
2661,5.0,5.0,4.0,44,3787129.732503579,4
2662,5.0,5.0,4.0,62,1844462.8847064164,2
2663,5.0,5.0,4.0,64,978558.2601598997,2
2664,5.0,5.0,4.0,74,3063547.23144323,0
2665,4.0,5.0,4.0,33,1988099.1733352288,2
2666,4.0,4.0,5.0,32,1045723.4277353961,0
2667,5.0,5.0,4.0,29,217615.7444236415,0
2668,5.0,4.0,4.0,21,3462735.5407342142,2
2669,5.0,4.0,5.0,37,34750.693909788024,1
2670,4.0,5.0,4.0,31,703880.330063048,1
2671,5.0,4.0,5.0,61,525523.2157580624,2
2672,5.0,5.0,4.0,57,664953.2963984556,4
2673,5.0,5.0,4.0,60,751999.3930952862,2
2674,5.0,5.0,5.0,50,3190088.901838891,5
2675,5.0,5.0,5.0,43,4187598.7960833823,1
2676,5.0,5.0,4.0,65,1334020.0549385967,2
2677,5.0,4.0,4.0,34,529407.5767772294,0
2678,4.0,5.0,5.0,50,1731469.901665793,1
2679,4.0,5.0,5.0,34,1719695.2173268765,4
2680,4.0,5.0,5.0,43,2799207.9216652764,3
2681,4.0,5.0,5.0,53,646122.7558976057,2
2682,5.0,5.0,4.0,35,1742213.420275719,1
2683,5.0,5.0,4.0,52,70784.55105056836,1
2684,4.0,5.0,4.0,34,2231682.264923616,1
2685,5.0,4.0,5.0,38,2393224.1263558427,3
2686,6.0,5.0,4.0,79,612980.1862425366,2
2687,5.0,4.0,4.0,60,46900.80800263285,3
2688,5.0,5.0,5.0,31,766422.2533294169,5
2689,4.0,4.0,5.0,24,686479.23024935,1
2690,4.0,4.0,4.0,24,2385209.8187353853,0
2691,5.0,5.0,5.0,41,1003552.6210299822,1
2692,5.0,5.0,5.0,59,2761852.985893556,3
2693,5.0,4.0,5.0,34,2138538.368878311,2
2694,5.0,5.0,5.0,71,396554.0518862543,4
2695,5.0,5.0,4.0,37,3100475.453176822,3
2696,5.0,5.0,5.0,26,1180934.068938676,1
2697,5.0,5.0,5.0,63,1843027.4831366788,2
2698,5.0,5.0,5.0,62,2665236.482906478,2
2699,5.0,5.0,4.0,41,1629733.910237618,5
2700,5.0,4.0,4.0,37,461336.14295989,0
2701,5.0,5.0,5.0,57,3069468.336188254,1
2702,5.0,4.0,4.0,41,3159976.6078893826,4
2703,4.0,5.0,4.0,52,1022084.0534540071,3
2704,5.0,5.0,5.0,25,96445.43384731752,5
2705,5.0,5.0,4.0,56,163593.24102669104,1
2706,4.0,5.0,5.0,62,3222840.870265814,5
2707,5.0,5.0,5.0,56,1869995.7236956905,4
2708,4.0,5.0,5.0,33,747421.6683375362,4
2709,4.0,5.0,5.0,23,581610.7593458542,4
2710,4.0,5.0,5.0,43,1200380.3875966296,1
2711,4.0,4.0,4.0,33,86430.7539054443,4
2712,4.0,4.0,5.0,61,1485542.3499284908,3
2713,5.0,5.0,4.0,46,937984.8141388403,2
2714,5.0,5.0,5.0,53,2289932.774342293,4
2715,5.0,5.0,5.0,47,88930.42036450471,3
2716,5.0,4.0,4.0,36,28096.33160085756,2
2717,5.0,5.0,5.0,42,999912.8767053899,4
2718,5.0,5.0,5.0,76,1881393.140519696,4
2719,5.0,5.0,5.0,51,2537249.065913667,3
2720,5.0,5.0,4.0,26,1061000.6598080136,3
2721,5.0,5.0,5.0,78,668536.1683500862,4
2722,5.0,4.0,4.0,32,872773.74947204,1
2723,4.0,4.0,4.0,39,1389051.4240193863,0
2724,5.0,5.0,5.0,65,2609944.2903654957,4
2725,5.0,5.0,4.0,73,662454.8859313773,0
2726,5.0,5.0,4.0,66,606144.8728026364,2
2727,5.0,5.0,4.0,60,832932.5536115117,3
2728,5.0,5.0,4.0,32,1523074.5691480958,4
2729,5.0,5.0,5.0,62,716477.9221304929,2
2730,5.0,4.0,5.0,45,257431.72399750934,1
2731,5.0,4.0,4.0,28,258384.8020480478,1
2732,6.0,5.0,4.0,73,2020395.5217436487,2
2733,5.0,5.0,5.0,64,839688.3389679055,2
2734,5.0,5.0,4.0,39,1843405.6874923082,2
2735,4.0,5.0,5.0,52,1074945.5080926917,3
2736,5.0,5.0,5.0,49,167177.31449768625,3
2737,4.0,5.0,4.0,32,1320359.008300393,5
2738,5.0,5.0,5.0,46,4530400.7076663785,1
2739,5.0,5.0,5.0,36,708461.8856633906,5
2740,4.0,5.0,4.0,34,28353.10479562092,3
2741,5.0,5.0,5.0,49,2358743.581680273,4
2742,5.0,5.0,5.0,43,261082.28777075803,4
2743,4.0,4.0,5.0,38,560509.917450987,0
2744,5.0,4.0,4.0,55,233838.674629534,4
2745,4.0,4.0,5.0,56,932793.8525778794,4
2746,5.0,4.0,4.0,66,3776786.1809794153,2
2747,5.0,5.0,5.0,48,2948341.5835305625,4
2748,5.0,6.0,5.0,71,3135641.011995038,4
2749,5.0,4.0,4.0,62,1342764.903981662,4
2750,5.0,5.0,4.0,43,2300912.1122636246,4
2751,5.0,5.0,4.0,77,1304935.6182568828,1
2752,4.0,5.0,5.0,42,1683156.7928208734,4
2753,5.0,4.0,4.0,42,106870.4771560569,4
2754,5.0,5.0,5.0,36,296289.34177454433,4
2755,4.0,5.0,5.0,21,1601689.1703955543,3
2756,4.0,5.0,4.0,44,3382967.4049826763,2
2757,5.0,5.0,4.0,55,162156.26976401333,2
2758,5.0,5.0,4.0,27,1201858.451160846,3
2759,5.0,4.0,4.0,37,1640273.3111017297,3
2760,6.0,5.0,4.0,74,606806.2283006592,4
2761,4.0,4.0,4.0,34,2320407.0860192203,2
2762,5.0,4.0,5.0,43,902253.6978800471,2
2763,5.0,5.0,4.0,67,8484.123375512298,3
2764,5.0,5.0,5.0,23,424967.44170472055,3
2765,5.0,5.0,5.0,38,99974.82071394725,4
2766,5.0,5.0,5.0,49,1615403.7984622626,4
2767,5.0,5.0,4.0,72,2477003.2540517435,2
2768,5.0,5.0,5.0,54,2305609.045575813,3
2769,5.0,5.0,4.0,71,1300223.8674784056,1
2770,5.0,5.0,4.0,41,3067323.2948084907,0
2771,4.0,5.0,4.0,21,4726964.269864283,4
2772,5.0,5.0,4.0,69,1991240.7799652694,2
2773,5.0,5.0,4.0,76,1395169.4646508805,4
2774,5.0,5.0,4.0,55,290899.65193608904,1
2775,5.0,4.0,4.0,57,2188980.8199115037,3
2776,4.0,4.0,5.0,32,742848.1904726508,3
2777,5.0,4.0,5.0,77,765121.7279549267,4
2778,5.0,5.0,4.0,60,667177.5267644303,4
2779,5.0,4.0,4.0,30,1130730.3057625967,2
2780,5.0,5.0,5.0,70,1795016.1279165028,2
2781,4.0,5.0,4.0,30,838133.5774928334,4
2782,5.0,5.0,4.0,43,2770992.981647058,3
2783,4.0,4.0,5.0,41,1310243.549443975,0
2784,4.0,5.0,5.0,32,3247327.41905044,4
2785,5.0,4.0,4.0,67,55706.84792474356,3
2786,5.0,5.0,4.0,34,3215986.711332001,1
2787,5.0,5.0,5.0,68,2801605.3741040668,2
2788,5.0,4.0,4.0,65,551536.4427587749,0
2789,5.0,5.0,4.0,64,1372690.1393907554,1
2790,5.0,6.0,4.0,48,1826030.1372211725,1
2791,5.0,5.0,4.0,57,123231.54250679258,0
2792,4.0,5.0,4.0,24,222602.0815349772,1
2793,5.0,5.0,4.0,80,1728857.9724010634,1
2794,5.0,5.0,4.0,30,2001484.4232155664,2
2795,6.0,5.0,5.0,73,742841.3030771603,2
2796,5.0,4.0,5.0,44,1434685.3911519751,4
2797,4.0,5.0,5.0,36,2084176.7251305154,5
2798,4.0,4.0,4.0,67,215231.47628315474,2
2799,4.0,5.0,5.0,75,1837622.419834677,3
2800,5.0,5.0,4.0,53,1410758.0148788118,1
2801,5.0,4.0,4.0,24,3122450.0406744103,1
2802,5.0,5.0,5.0,59,2322899.7640769696,2
2803,4.0,5.0,5.0,59,1753221.7724691667,3
2804,5.0,5.0,4.0,42,625682.6212390248,1
2805,4.0,5.0,4.0,37,1334509.3180457768,3
2806,5.0,5.0,5.0,65,1440169.8523619382,2
2807,5.0,5.0,4.0,72,191887.75097911948,4
2808,5.0,5.0,5.0,60,3821699.3139848616,3
2809,5.0,5.0,4.0,77,694137.4661247274,4
2810,5.0,5.0,5.0,49,2826006.7719671368,2
2811,5.0,5.0,5.0,68,430110.2751975666,5
2812,5.0,4.0,4.0,58,504107.59087588073,1
2813,5.0,5.0,4.0,63,2357180.0382099906,1
2814,5.0,4.0,5.0,77,448538.7722249162,2
2815,4.0,5.0,4.0,28,1171143.0967499237,0
2816,5.0,5.0,4.0,52,2293330.1731791147,2
2817,5.0,5.0,5.0,41,744459.9368382893,1
2818,5.0,5.0,5.0,48,630951.847138333,5
2819,5.0,5.0,5.0,72,1133220.8088088364,4
2820,5.0,5.0,4.0,67,1425929.4784354297,2
2821,5.0,5.0,5.0,62,1356011.4836810606,4
2822,5.0,5.0,5.0,27,1435314.2194856165,4
2823,5.0,5.0,4.0,22,1126476.5055475018,4
2824,4.0,4.0,5.0,42,2895573.2872331343,1
2825,5.0,4.0,4.0,31,2345890.6693725884,2
2826,5.0,5.0,5.0,45,2902008.839411254,4
2827,5.0,5.0,5.0,76,127128.0062086949,3
2828,5.0,5.0,5.0,63,2467585.583984286,4
2829,5.0,5.0,4.0,62,2891516.068878521,5
2830,4.0,4.0,4.0,55,564463.7533404068,5
2831,5.0,5.0,5.0,34,2560231.735696723,4
2832,4.0,5.0,5.0,65,153598.77427039537,1
2833,5.0,5.0,4.0,38,1904409.87865785,5
2834,5.0,5.0,4.0,62,2403654.449835438,2
2835,5.0,5.0,4.0,41,940881.1267675288,0
2836,5.0,5.0,4.0,51,280364.4934390337,1
2837,4.0,5.0,4.0,23,1398978.2968065778,3
2838,5.0,5.0,4.0,43,146985.99142488,2
2839,5.0,5.0,5.0,45,1197182.6840234268,3
2840,4.0,4.0,5.0,73,1504298.0933836924,2
2841,5.0,4.0,5.0,28,974147.1806651463,2
2842,5.0,5.0,5.0,40,660425.2189022064,0
2843,4.0,5.0,4.0,43,601767.2845959199,3
2844,5.0,5.0,4.0,79,50762.16028380265,1
2845,5.0,5.0,4.0,80,888421.3929202118,2
2846,5.0,5.0,5.0,71,699144.9419105095,4
2847,5.0,5.0,4.0,65,1076681.0633122865,1
2848,5.0,5.0,5.0,65,1349868.951920713,3
2849,5.0,5.0,4.0,47,831002.2519637739,3
2850,5.0,5.0,4.0,70,2384346.9487946164,4
2851,5.0,4.0,5.0,52,2451824.2037480013,3
2852,5.0,4.0,4.0,24,2482380.69426005,1
2853,5.0,5.0,4.0,52,99790.95601854449,4
2854,5.0,5.0,5.0,40,415986.5950005143,4
2855,5.0,5.0,4.0,74,1124421.0243213892,4
2856,4.0,5.0,4.0,29,627184.8951516867,2
2857,5.0,5.0,4.0,59,1984128.4383030317,4
2858,5.0,5.0,5.0,28,18729.752138695323,4
2859,5.0,5.0,5.0,69,1554236.6447974015,0
2860,5.0,4.0,5.0,74,3552521.5863674344,3
2861,5.0,5.0,5.0,26,787423.7956756563,1
2862,5.0,4.0,5.0,42,2008547.9154807578,3
2863,5.0,5.0,5.0,74,2088575.8849574493,5
2864,5.0,5.0,4.0,67,1199933.9197193359,5
2865,4.0,5.0,4.0,57,618994.5465530728,3
2866,5.0,5.0,4.0,45,397603.48104590224,3
2867,5.0,5.0,4.0,57,2298526.850362334,3
2868,5.0,5.0,5.0,42,257303.34667568578,3
2869,4.0,5.0,5.0,59,1863249.5234661084,0
2870,5.0,5.0,5.0,39,641241.2986788097,3
2871,5.0,5.0,4.0,58,2049069.8683219398,3
2872,4.0,5.0,4.0,70,2037972.7723991254,2
2873,5.0,4.0,4.0,40,296138.1857593692,0
2874,5.0,5.0,4.0,77,924536.5415268347,5
2875,4.0,4.0,4.0,39,1244009.7672090055,1
2876,5.0,5.0,5.0,79,1233396.0180536397,2
2877,5.0,5.0,5.0,31,467978.11229720485,3
2878,5.0,5.0,5.0,72,2301760.6843833206,3
2879,4.0,5.0,5.0,72,1842090.610033964,0
2880,5.0,5.0,4.0,70,881074.4584504426,4
2881,5.0,5.0,4.0,37,249376.34164844846,2
2882,5.0,6.0,4.0,71,1572168.269507148,5
2883,5.0,5.0,4.0,64,2819930.0028662654,1
2884,5.0,5.0,4.0,27,372419.2739992826,1
2885,5.0,5.0,5.0,80,1621354.4536704312,3
2886,4.0,4.0,4.0,24,531812.7488518254,2
2887,4.0,5.0,4.0,30,848543.9500902875,5
2888,5.0,5.0,4.0,61,2001568.6712638082,1
2889,4.0,4.0,4.0,40,2523916.4625028665,1
2890,4.0,5.0,4.0,30,685027.9334438181,2
2891,5.0,4.0,4.0,32,1337798.3079934625,1
2892,5.0,5.0,4.0,51,1524580.8873916366,2
2893,4.0,5.0,4.0,25,730433.2418378373,1
2894,5.0,4.0,5.0,76,746374.604803175,1
2895,5.0,5.0,4.0,51,2383270.886080113,1
2896,5.0,5.0,4.0,36,334927.06672011205,1
2897,5.0,5.0,5.0,58,284970.6664409407,2
2898,5.0,5.0,5.0,54,126867.71033904476,3
2899,4.0,4.0,4.0,61,128047.0937910394,1
2900,5.0,5.0,5.0,53,2061719.2239885428,5
2901,4.0,5.0,4.0,42,744920.3145368865,3
2902,5.0,5.0,4.0,45,167734.27163548238,1
2903,5.0,5.0,4.0,45,1040402.0668288317,3
2904,4.0,4.0,5.0,42,1270138.507762442,5
2905,5.0,5.0,5.0,32,1177072.4478665178,2
2906,4.0,5.0,5.0,53,231043.6170644098,4
2907,5.0,5.0,4.0,25,1541021.4284315226,0
2908,5.0,5.0,5.0,71,1258477.6151258326,2
2909,5.0,5.0,5.0,72,1964254.3337728202,3
2910,5.0,5.0,4.0,63,3227162.9345827014,2
2911,5.0,5.0,4.0,35,1576628.2301033058,2
2912,5.0,5.0,5.0,57,2259446.8639366007,3
2913,5.0,5.0,4.0,68,2462909.104905944,4
2914,4.0,5.0,4.0,50,1302588.5121245151,2
2915,5.0,5.0,5.0,37,975626.0349696067,1
2916,5.0,4.0,4.0,41,465807.4084988839,0
2917,5.0,5.0,5.0,60,566791.4079801334,5
2918,5.0,4.0,4.0,36,1173059.4017938117,3
2919,5.0,5.0,4.0,27,1571755.2605035196,2
2920,5.0,5.0,4.0,71,3468133.9692937513,2
2921,4.0,5.0,5.0,40,4701964.12447342,1
2922,4.0,4.0,4.0,29,595934.1770838733,1
2923,5.0,5.0,5.0,41,1973418.8869246156,4
2924,5.0,5.0,5.0,30,1114361.4697144255,2
2925,5.0,4.0,4.0,28,691057.9316643251,2
2926,5.0,5.0,5.0,34,42150.30581057877,2
2927,4.0,5.0,4.0,41,556090.3662443284,3
2928,5.0,5.0,5.0,56,2745933.0932909953,1
2929,5.0,4.0,5.0,54,891887.2864072574,1
2930,4.0,5.0,5.0,60,676459.4019938346,4
2931,4.0,4.0,4.0,37,206572.34971702576,0
2932,5.0,5.0,5.0,76,964552.8918363472,3
2933,5.0,5.0,4.0,61,3151808.305360281,5
2934,5.0,5.0,4.0,53,155663.49582901207,4
2935,5.0,5.0,4.0,76,871029.8789674325,4
2936,5.0,5.0,5.0,33,1172223.7131573616,2
2937,5.0,5.0,5.0,63,1654452.342383162,4
2938,5.0,5.0,4.0,29,860403.0129912638,3
2939,5.0,5.0,4.0,25,1708558.4346905907,4
2940,5.0,5.0,5.0,22,2611749.1252720384,3
2941,4.0,4.0,5.0,50,1140378.8435716454,1
2942,5.0,6.0,4.0,77,2585635.8546980442,0
2943,5.0,5.0,4.0,27,19040.65632262808,5
2944,5.0,5.0,4.0,65,274980.47101059963,5
2945,4.0,4.0,4.0,23,559929.6340745036,1
2946,5.0,5.0,5.0,74,1609739.643496118,4
2947,5.0,5.0,5.0,67,881737.9544483667,1
2948,5.0,4.0,4.0,77,1319020.4664502586,3
2949,5.0,5.0,6.0,39,2526843.9870573436,3
2950,5.0,4.0,4.0,65,1021651.3539933503,5
2951,5.0,5.0,4.0,22,128910.9488838891,3
2952,4.0,5.0,4.0,41,2445919.890803221,0
2953,5.0,5.0,4.0,45,1877606.3957607385,3
2954,5.0,5.0,5.0,57,1366757.414169122,0
2955,5.0,4.0,4.0,45,2114101.2262595342,1
2956,5.0,5.0,5.0,77,942650.3872092845,5
2957,5.0,4.0,5.0,73,637044.3907328654,3
2958,5.0,5.0,5.0,72,1859480.0588587658,1
2959,5.0,4.0,5.0,56,1104073.1472107202,1
2960,5.0,5.0,5.0,42,35009.18047896928,2
2961,5.0,5.0,4.0,75,1929032.2235059682,3
2962,5.0,5.0,4.0,65,309612.3492980918,1
2963,5.0,5.0,4.0,58,2046069.3612272341,0
2964,5.0,5.0,4.0,21,1481974.2971838822,3
2965,5.0,5.0,5.0,28,330798.20530733885,4
2966,4.0,5.0,5.0,48,353438.51138562476,2
2967,5.0,5.0,4.0,55,1414796.769421664,5
2968,5.0,5.0,5.0,79,3128687.662355484,1
2969,5.0,5.0,5.0,47,2116964.6484790123,2
2970,5.0,5.0,4.0,47,2993665.261649895,2
2971,5.0,4.0,4.0,23,3009925.277219403,0
2972,5.0,5.0,5.0,68,1601815.4637090266,3
2973,5.0,5.0,4.0,63,2718670.2704737363,1
2974,5.0,5.0,5.0,36,1546235.9528242098,4
2975,5.0,5.0,5.0,56,2375244.733559816,3
2976,5.0,5.0,5.0,22,325068.06260448054,5
2977,4.0,4.0,4.0,33,4811.688878521014,0
2978,5.0,4.0,5.0,65,584356.2623827436,1
2979,4.0,4.0,4.0,33,644235.7716511398,4
2980,4.0,5.0,4.0,61,1150295.267412909,2
2981,5.0,5.0,5.0,49,1234506.2843866495,0
2982,5.0,5.0,5.0,45,488827.12604476576,5
2983,5.0,5.0,6.0,44,4346700.034379436,5
2984,4.0,5.0,5.0,73,1137221.0016190137,3
2985,5.0,5.0,4.0,69,745504.8762909172,2
2986,4.0,4.0,4.0,54,1473465.532348802,0
2987,5.0,5.0,5.0,21,130314.63833209689,1
2988,4.0,5.0,3.0,64,1042500.4531861637,2
2989,4.0,5.0,5.0,62,1115053.9276031503,2
2990,5.0,5.0,5.0,69,2700272.0908914707,2
2991,5.0,5.0,4.0,51,4511741.89016537,2
2992,5.0,5.0,5.0,67,834928.4250215517,1
2993,5.0,5.0,4.0,56,1097848.9508217731,4
2994,5.0,4.0,4.0,43,3139711.676811727,0
2995,5.0,5.0,5.0,47,618463.8109583035,1
2996,4.0,5.0,4.0,49,263050.05571208574,1
2997,4.0,5.0,5.0,55,1316679.751293155,1
2998,5.0,5.0,4.0,72,2569460.0549206315,2
2999,5.0,5.0,4.0,33,2468203.9409540026,1
3000,5.0,5.0,4.0,73,926597.4586699527,2
3001,5.0,5.0,5.0,74,452507.2221226145,4
3002,5.0,6.0,4.0,75,979858.8300973737,3
3003,4.0,4.0,4.0,22,785643.4489884262,2
3004,5.0,5.0,5.0,43,3539124.9283673414,1
3005,5.0,5.0,4.0,35,531769.961728491,2
3006,5.0,4.0,5.0,22,365136.94080047397,1
3007,5.0,5.0,5.0,66,2266420.755705534,4
3008,5.0,5.0,5.0,79,3447206.4561738824,5
3009,5.0,4.0,5.0,53,1853980.5827095706,2
3010,5.0,5.0,5.0,39,51852.35781638597,2
3011,4.0,5.0,5.0,69,41577.15262600781,2
3012,5.0,4.0,5.0,36,1285559.9778516642,1
3013,5.0,5.0,4.0,58,1464295.4132032748,3
3014,4.0,5.0,4.0,27,2224454.8004376506,2
3015,5.0,5.0,4.0,41,2509898.1241706847,2
3016,5.0,5.0,4.0,50,1456069.9956046224,1
3017,4.0,4.0,5.0,31,2018565.0761510693,1
3018,5.0,4.0,5.0,51,1120306.9980702812,4
3019,5.0,5.0,4.0,24,1213077.9444851931,2
3020,4.0,5.0,4.0,44,1619242.9931967405,3
3021,5.0,5.0,5.0,55,356891.50970014016,3
3022,5.0,5.0,4.0,73,594433.7068433608,2
3023,4.0,4.0,4.0,69,376792.3156344738,1
3024,5.0,5.0,4.0,42,108332.31509283058,5
3025,4.0,5.0,4.0,46,256302.20496725588,4
3026,5.0,5.0,5.0,72,1872428.6275585033,3
3027,5.0,5.0,4.0,57,345807.86665012187,2
3028,5.0,5.0,4.0,65,2424596.885338214,3
3029,5.0,5.0,4.0,32,1090631.8140461873,2
3030,5.0,5.0,5.0,52,2886614.7742788796,4
3031,4.0,5.0,4.0,54,611080.2460160408,4
3032,5.0,5.0,5.0,21,1829428.309638192,3
3033,4.0,5.0,4.0,47,560411.124368948,4
3034,4.0,5.0,4.0,23,715122.556491199,3
3035,4.0,5.0,5.0,41,2375736.2433455233,0
3036,5.0,5.0,5.0,27,1163521.3257692645,2
3037,5.0,5.0,5.0,24,2360856.9213525644,4
3038,4.0,4.0,5.0,54,2842076.836858648,3
3039,5.0,5.0,4.0,76,4058981.955682439,1
3040,5.0,5.0,5.0,78,1008709.2711390683,4
3041,5.0,5.0,5.0,75,1020082.663478094,3
3042,6.0,5.0,4.0,49,266464.54039052024,2
3043,5.0,5.0,4.0,30,2406933.4534770674,3
3044,5.0,5.0,4.0,65,406600.1658058699,3
3045,5.0,5.0,5.0,77,2042850.092963331,4
3046,4.0,5.0,4.0,30,1200808.4222539389,5
3047,5.0,5.0,5.0,77,4151890.68778549,3
3048,5.0,5.0,4.0,46,1268084.602299634,4
3049,5.0,5.0,5.0,22,1841711.709253082,5
3050,5.0,5.0,5.0,75,341419.6905353606,1
3051,5.0,4.0,4.0,29,173510.67832510782,0
3052,4.0,5.0,4.0,21,2838747.200220153,3
3053,5.0,5.0,5.0,53,1548757.0148357293,5
3054,5.0,5.0,5.0,47,467364.3213937112,2
3055,5.0,5.0,5.0,66,2812969.1728442125,4
3056,5.0,5.0,5.0,76,1359920.1962021473,3
3057,5.0,5.0,5.0,62,1353240.471311284,2
3058,5.0,4.0,5.0,71,2654135.6692038635,0
3059,5.0,5.0,4.0,30,562094.2692577946,1
3060,5.0,5.0,4.0,29,1873578.1536193797,1
3061,5.0,5.0,5.0,79,51707.46870843623,2
3062,5.0,5.0,4.0,33,3023878.6070478368,2
3063,5.0,5.0,4.0,44,11452.702177698337,4
3064,5.0,5.0,4.0,52,1493694.5503915527,3
3065,4.0,5.0,5.0,46,3357728.2559076445,3
3066,5.0,5.0,5.0,53,1910502.9979577071,4
3067,4.0,5.0,4.0,72,1339139.8876303213,1
3068,4.0,4.0,4.0,24,377108.557485003,3
3069,5.0,5.0,4.0,51,137374.49078022657,4
3070,5.0,4.0,5.0,52,670727.9538729327,3
3071,5.0,5.0,5.0,49,2194794.2095129276,1
3072,4.0,5.0,4.0,45,219641.38600979676,3
3073,5.0,5.0,4.0,29,314055.26406298624,1
3074,5.0,5.0,4.0,28,865623.3700891846,2
3075,5.0,5.0,5.0,79,4217379.247506444,2
3076,4.0,4.0,5.0,37,2741095.171182611,1
3077,5.0,4.0,4.0,22,719537.2308129133,4
3078,5.0,5.0,5.0,39,1366177.8898802944,2
3079,5.0,5.0,4.0,74,1847926.3900070414,1
3080,4.0,4.0,4.0,55,504477.61973083037,3
3081,5.0,5.0,5.0,33,1708244.7302730225,1
3082,5.0,5.0,5.0,50,2083445.3041143746,4
3083,5.0,5.0,5.0,59,2072720.1695319891,3
